Blue,Green,Yellow,Red,Orange
522,848,1073,1457,549
533,860,1087,1476,550
541,884,1115,1498,552
547,896,1130,1526,557
562,912,1146,1547,557
571,915,1159,1569,566
582,924,1177,1596,564
592,919,1193,1633,569
610,927,1210,1681,573
615,921,1217,1708,573
626,918,1223,1744,581
648,912,1218,1740,587
644,905,1221,1767,580
650,897,1211,1769,585
669,889,1211,1776,583
668,880,1198,1773,585
674,862,1181,1750,591
672,850,1164,1739,583
665,832,1137,1694,583
664,815,1119,1654,579
656,793,1082,1619,568
644,774,1062,1576,567
628,761,1024,1531,560
612,739,1005,1478,553
602,719,967,1428,548
583,699,941,1388,550
568,681,913,1361,549
552,669,898,1325,543
545,659,877,1305,540
526,646,861,1284,534
518,642,858,1272,536
501,637,850,1285,540
498,638,850,1288,539
493,635,861,1301,542
491,653,867,1328,545
486,659,883,1355,542
482,677,910,1401,552
486,701,929,1435,553
492,718,968,1489,564
497,741,993,1528,561
509,772,1032,1576,572
502,797,1070,1610,573
519,825,1103,1661,572
525,843,1130,1696,578
532,877,1171,1725,581
548,897,1208,1742,583
554,918,1240,1765,584
565,941,1251,1774,584
584,961,1272,1777,586
593,970,1285,1775,581
603,971,1285,1758,578
614,977,1298,1754,581
630,975,1279,1723,575
639,979,1285,1703,569
657,970,1273,1691,568
657,961,1246,1656,566
669,946,1221,1629,566
671,936,1197,1609,564
682,912,1166,1583,561
680,896,1148,1561,563
674,874,1105,1541,560
668,851,1078,1528,561
662,830,1044,1514,560
652,807,1018,1495,560
640,780,993,1478,561
632,755,954,1467,553
615,735,937,1459,554
596,714,908,1447,555
579,690,898,1443,561
567,676,883,1435,552
554,661,870,1425,555
537,649,859,1424,558
520,635,855,1402,553
511,618,852,1393,551
506,617,851,1395,550
499,622,864,1381,554
485,624,871,1378,551
484,626,882,1382,551
479,632,910,1395,550
480,648,937,1405,548
486,666,968,1424,553
485,690,987,1444,557
491,707,1038,1483,559
499,735,1061,1521,563
500,766,1099,1555,570
511,798,1139,1605,565
522,822,1176,1645,578
534,849,1207,1696,585
548,876,1239,1737,588
559,907,1265,1763,597
572,924,1300,1802,609
584,952,1305,1833,612
601,972,1322,1852,621
613,986,1320,1851,635
631,995,1332,1860,648
642,1006,1317,1857,665
651,1001,1308,1839,674
659,998,1292,1820,692
665,1003,1285,1790,700
677,981,1253,1759,715
676,970,1223,1699,736
678,947,1199,1674,755
675,924,1173,1622,769
669,900,1136,1584,788
662,867,1103,1538,807
648,843,1077,1496,816
639,817,1039,1466,826
623,786,1022,1432,837
609,763,994,1409,844
591,735,980,1392,850
579,710,952,1370,842
561,688,948,1380,852
549,667,938,1384,841
530,651,926,1395,831
524,638,928,1393,825
503,629,923,1426,801
499,619,940,1442,794
490,617,945,1482,776
486,616,954,1501,760
477,613,962,1526,736
476,624,978,1561,722
475,622,988,1582,710
476,637,1007,1598,686
476,654,1029,1621,672
480,671,1042,1621,653
490,675,1050,1643,646
498,716,1072,1649,632
505,737,1093,1647,620
510,765,1103,1647,609
523,788,1130,1641,605
538,820,1140,1633,593
544,850,1154,1635,586
561,881,1165,1626,579
576,907,1181,1618,576
589,929,1186,1615,574
603,959,1212,1615,570
622,979,1210,1617,568
638,998,1217,1608,570
650,1004,1212,1614,562
662,1017,1217,1619,570
670,1019,1210,1618,569
678,1022,1209,1626,572
677,1005,1198,1631,567
681,997,1193,1636,569
675,979,1172,1646,564
673,951,1160,1642,575
669,934,1141,1639,572
661,899,1126,1649,575
651,874,1099,1641,577
638,846,1087,1624,574
616,814,1069,1617,572
600,782,1049,1617,581
586,751,1038,1600,575
567,713,1027,1591,576
550,692,1010,1558,568
541,681,1002,1553,569
525,645,986,1536,569
513,627,967,1516,565
500,615,960,1492,565
486,598,955,1468,554
483,588,938,1445,554
472,571,929,1438,556
468,568,919,1420,560
470,560,909,1397,552
463,553,894,1400,554
463,553,891,1397,554
461,555,878,1384,554
458,550,874,1379,549
469,557,863,1378,551
473,557,855,1376,550
479,566,854,1388,553
489,573,847,1394,552
496,586,846,1396,553
509,593,845,1393,553
520,609,847,1412,558
529,611,855,1415,557
541,632,861,1428,557
557,646,868,1428,555
566,665,882,1434,557
584,677,900,1439,553
604,690,914,1439,557
605,705,928,1442,551
617,713,943,1456,549
623,723,962,1460,554
631,731,981,1454,552
630,732,987,1471,557
641,735,1000,1463,558
635,740,1009,1488,560
635,744,1016,1492,551
624,733,1021,1489,560
618,722,1028,1490,560
606,716,1025,1495,558
594,696,1025,1510,558
584,686,1016,1520,563
571,672,1011,1530,565
555,660,998,1535,563
540,644,982,1532,569
530,625,975,1536,575
512,611,955,1526,571
504,594,937,1511,565
490,579,920,1510,569
486,571,897,1498,564
473,558,882,1486,564
469,549,863,1468,565
460,537,844,1443,559
457,535,826,1409,558
449,524,803,1394,547
449,518,796,1365,552
445,513,789,1345,546
443,508,773,1320,546
439,512,770,1294,545
437,510,762,1267,544
435,500,759,1252,538
438,502,753,1243,537
432,507,757,1244,536
442,501,760,1246,536
431,502,757,1241,535
436,506,767,1247,538
438,509,776,1274,538
438,513,787,1287,540
440,507,798,1312,545
438,510,815,1339,546
435,516,829,1367,550
440,517,839,1393,551
443,520,855,1429,560
442,516,862,1455,559
445,520,873,1476,566
441,519,882,1484,566
437,521,879,1507,565
441,518,888,1512,569
442,525,894,1515,569
439,521,893,1516,568
439,521,882,1509,569
434,520,873,1481,565
438,521,872,1480,566
436,515,857,1451,556
439,516,853,1410,559
437,514,840,1392,551
433,507,825,1359,544
430,503,815,1331,543
432,506,802,1304,544
430,502,788,1292,538
430,500,778,1271,537
430,496,766,1255,537
425,496,760,1244,539
430,498,748,1254,539
429,496,749,1249,536
432,498,747,1255,535
431,495,747,1271,537
428,492,743,1276,545
429,492,753,1297,543
429,499,755,1314,545
430,497,764,1331,550
429,494,775,1346,553
431,496,781,1364,554
427,502,786,1382,555
428,499,802,1411,554
431,499,807,1421,557
429,504,828,1434,565
431,504,836,1435,561
429,506,840,1440,554
432,509,848,1438,554
428,506,859,1433,556
429,503,866,1434,557
430,505,865,1423,554
430,509,869,1425,549
429,504,866,1414,553
437,506,872,1397,551
423,509,869,1389,552
429,508,855,1381,550
432,505,847,1377,550
431,499,846,1360,544
430,503,826,1356,551
427,497,817,1338,546
429,500,805,1353,545
426,493,801,1345,543
432,495,793,1342,546
428,498,782,1343,552
430,495,774,1339,549
428,493,764,1337,548
420,489,760,1338,541
427,488,753,1333,551
426,486,753,1331,549
425,492,752,1335,550
427,487,749,1326,544
423,489,755,1321,543
423,488,757,1320,546
425,490,758,1310,539
428,488,770,1299,542
425,484,772,1305,546
426,487,784,1287,540
425,489,796,1291,533
417,493,807,1288,537
424,495,811,1286,536
424,491,824,1279,536
419,498,832,1275,532
418,500,841,1277,531
425,497,844,1271,531
426,497,853,1261,529
420,500,851,1253,531
421,500,854,1258,532
422,495,855,1245,533
421,499,851,1234,529
422,497,849,1224,529
422,496,843,1215,527
418,498,833,1195,529
421,495,830,1188,529
416,490,822,1170,523
420,487,806,1157,524
420,484,803,1145,533
418,488,790,1132,531
417,489,773,1123,532
423,487,773,1106,534
418,483,757,1093,537
419,483,755,1077,544
416,485,755,1078,551
418,483,746,1066,556
416,479,746,1059,569
413,485,749,1057,579
416,481,750,1058,592
422,478,753,1056,602
415,482,769,1062,623
417,481,767,1071,639
419,488,779,1082,661
414,494,785,1092,679
414,485,796,1105,694
412,489,808,1117,718
415,486,818,1125,733
414,490,833,1139,747
413,493,834,1155,767
416,496,847,1150,771
418,503,859,1172,788
413,489,855,1175,797
413,496,864,1184,801
412,492,861,1186,792
418,494,863,1188,795
408,498,867,1178,783
416,492,860,1172,773
413,493,848,1175,760
418,496,842,1160,750
414,494,836,1152,739
414,487,824,1132,714
413,489,808,1112,697
413,488,799,1100,675
419,484,782,1091,654
411,484,775,1067,638
410,477,759,1061,620
418,475,749,1052,597
415,477,747,1037,589
410,479,739,1024,576
412,479,726,1016,554
414,472,730,1015,552
417,476,727,1009,541
412,473,719,1000,538
417,479,727,1001,526
417,470,733,1018,529
413,477,735,1016,520
411,476,744,1027,519
417,474,746,1035,519
416,474,756,1047,515
409,478,760,1053,520
411,478,772,1069,516
417,485,784,1077,516
410,481,793,1091,515
413,483,802,1109,516
412,486,815,1120,517
410,480,808,1130,519
417,485,817,1129,519
412,480,824,1139,524
409,487,831,1145,520
411,484,830,1146,520
410,483,832,1145,515
413,484,821,1133,518
412,481,817,1126,518
408,485,823,1131,519
415,481,810,1119,515
408,478,804,1096,516
414,478,787,1100,511
412,479,780,1083,511
411,470,783,1066,508
412,473,762,1055,508
417,473,748,1047,511
414,469,738,1028,511
409,465,741,1017,513
409,469,728,1002,505
410,468,719,998,497
411,470,717,998,509
412,470,715,1001,502
412,475,718,1001,502
411,470,718,1002,506
411,472,725,1001,508
411,468,723,1005,502
411,476,736,1026,505
412,473,744,1032,510
415,472,755,1039,509
410,471,765,1050,509
410,478,771,1066,512
407,480,777,1073,514
412,479,789,1083,511
411,477,798,1103,510
406,481,810,1114,508
409,483,815,1125,514
413,477,821,1135,520
412,481,827,1141,517
411,478,824,1131,516
410,480,824,1138,518
411,480,819,1134,515
410,480,822,1134,519
408,481,814,1124,516
414,476,805,1112,513
411,480,805,1100,511
411,479,792,1089,510
414,478,783,1084,506
412,468,775,1067,507
406,475,763,1050,507
410,470,759,1032,504
409,470,742,1027,506
412,471,736,1024,502
411,473,730,1007,509
408,466,722,1005,503
410,472,721,1005,503
408,465,720,997,506
412,467,724,997,501
410,471,725,1001,501
409,470,717,1001,501
410,466,731,1010,506
408,466,733,1015,507
406,468,745,1028,506
407,469,744,1034,505
405,475,766,1048,508
416,477,769,1056,509
406,477,773,1071,508
415,472,785,1083,516
407,476,795,1093,512
408,477,806,1108,509
408,478,801,1113,508
408,474,820,1123,516
410,484,829,1135,508
409,483,830,1132,512
410,482,824,1138,514
412,480,832,1133,513
410,474,821,1126,519
411,483,811,1117,510
411,479,809,1115,514
412,477,805,1110,512
410,476,805,1091,514
409,477,792,1080,509
408,478,780,1066,513
416,474,765,1052,508
407,465,754,1040,511
411,471,742,1028,507
409,472,743,1019,504
409,467,733,1015,498
408,466,730,1002,506
409,465,720,998,501
410,462,718,989,502
405,470,722,994,500
403,473,721,987,495
410,467,723,991,500
408,466,720,1001,501
409,470,727,997,502
405,471,738,1010,498
406,468,746,1017,497
407,467,750,1031,501
409,467,760,1036,500
407,472,773,1057,504
410,472,785,1065,507
409,474,786,1075,512
410,471,787,1093,508
406,475,802,1100,512
403,478,798,1102,511
407,476,811,1112,511
407,474,811,1111,513
407,480,814,1117,512
410,474,814,1109,510
411,477,809,1113,511
408,475,814,1106,514
407,470,802,1103,513
410,473,791,1080,510
410,471,791,1078,515
405,471,781,1066,509
403,464,765,1060,508
411,465,764,1047,504
406,468,747,1026,507
407,465,735,1012,498
409,460,726,998,501
410,465,716,985,501
406,467,707,974,497
410,463,698,967,502
409,459,690,950,498
408,463,683,945,494
410,462,676,931,495
408,459,672,925,493
406,455,659,922,492
408,459,658,913,495
405,458,658,907,492
406,458,659,906,492
405,457,652,903,488
407,454,645,904,489
402,454,648,899,498
407,453,648,895,494
401,459,643,890,491
406,456,652,900,488
406,453,648,897,491
408,455,641,894,490
406,457,655,893,492
402,458,652,890,492
413,459,652,899,495
402,458,646,895,492
404,455,644,892,491
409,458,653,890,495
402,458,645,895,490
404,457,646,899,492
407,456,652,889,495
403,455,646,901,496
409,455,646,895,499
402,455,646,894,506
405,456,651,899,505
407,459,652,895,511
405,455,649,892,509
403,456,657,893,519
406,458,656,909,519
406,457,660,907,530
407,456,659,897,546
407,458,664,902,555
407,457,661,903,560
405,458,666,899,579
405,461,673,903,595
405,459,670,901,612
403,464,671,907,629
408,458,668,909,645
404,464,677,909,662
409,456,682,919,689
404,458,675,906,711
408,458,675,910,727
405,462,679,914,750
405,460,684,919,769
402,458,683,912,791
406,465,679,909,803
408,461,680,907,817
404,459,680,907,822
405,464,681,912,834
407,467,670,912,836
403,461,671,903,840
402,460,671,907,829
407,462,670,909,826
407,457,664,899,818
403,456,665,903,809
406,457,663,902,790
405,458,662,896,772
402,457,659,896,754
404,455,650,890,735
404,456,651,891,713
402,456,643,888,688
404,455,648,890,668
411,454,643,888,648
405,454,647,885,637
405,460,644,879,610
404,460,640,882,586
404,450,643,878,587
407,451,643,880,564
402,454,639,877,551
403,454,639,884,545
406,448,636,877,534
404,453,634,875,529
405,450,634,875,519
407,451,629,870,513
403,451,630,874,511
403,451,631,878,507
404,452,632,872,506
403,458,631,872,503
406,447,630,871,503
406,451,638,868,500
402,456,633,873,495
405,455,625,873,497
404,455,630,873,492
405,452,628,860,496
411,450,630,861,492
403,447,632,863,493
402,455,629,867,492
407,451,624,870,491
408,452,626,869,489
404,450,630,870,493
406,450,622,868,494
402,441,627,864,492
406,451,624,871,489
401,449,629,863,498
404,449,627,867,490
406,454,627,869,490
407,451,622,863,489
409,449,627,866,493
404,455,628,864,496
404,451,619,865,494
401,453,626,866,491
402,452,625,871,495
406,449,625,866,494
405,447,631,865,496
408,450,624,865,492
407,450,623,864,494
404,451,629,853,489
405,449,622,864,488
405,447,621,869,494
403,450,623,867,491
407,445,623,860,489
402,447,624,864,495
407,449,629,865,490
402,448,619,865,491
405,453,623,862,490
401,450,622,856,486
401,452,622,865,494
406,450,628,858,491
399,451,623,859,489
404,450,625,863,494
405,449,622,858,488
400,448,629,863,486
402,449,616,855,490
403,449,628,865,494
405,447,623,860,491
402,455,616,857,491
404,446,626,858,490
399,445,618,856,490
402,448,623,861,492
399,442,623,865,490
404,454,623,860,488
409,452,620,857,488
405,449,621,860,492
409,448,622,860,486
405,445,627,858,493
402,447,621,855,488
403,450,620,862,492
404,451,619,866,492
405,444,621,862,491
407,448,621,857,492
406,449,621,858,491
405,452,621,856,491
404,446,625,861,492
402,451,619,858,489
404,451,615,858,487
401,447,624,864,491
405,450,618,856,491
400,449,625,854,487
402,449,625,859,487
399,449,624,854,483
404,451,625,864,489
405,450,622,866,488
397,447,620,859,490
399,445,620,866,492
403,448,620,853,491
403,449,615,860,486
403,449,620,854,489
406,452,622,866,493
406,449,624,865,487
406,448,621,857,491
404,448,621,854,489
402,451,624,855,490
407,452,617,861,488
404,444,621,850,483
404,449,613,852,492
402,446,617,853,492
402,448,620,855,491
408,449,620,856,486
403,447,613,848,487
406,445,622,853,490
400,449,620,854,486
405,454,620,848,493
408,443,618,852,488
406,449,617,859,488
403,445,619,852,489
402,447,615,849,492
403,450,614,851,489
405,449,617,852,484
397,447,618,850,485
395,446,618,857,486
405,443,622,851,493
407,449,615,855,487
400,447,614,846,489
401,444,617,858,489
402,446,621,852,488
407,448,616,856,489
394,445,616,853,485
401,439,618,860,486
405,450,618,855,489
402,441,618,851,487
409,447,619,850,488
399,443,619,857,488
402,447,615,853,480
401,447,616,854,488
403,446,618,854,490
403,444,620,850,487
400,446,620,852,489
404,442,619,849,488
400,446,615,853,488
400,446,616,847,485
400,447,615,854,492
404,448,618,854,487
402,447,619,851,485
402,447,614,854,487
403,448,615,849,488
402,447,620,857,487
408,448,618,853,487
405,447,615,849,487
403,445,616,855,483
406,450,612,849,490
402,449,617,859,488
404,444,622,853,489
398,449,616,850,486
398,444,615,850,488
404,446,616,843,489
398,446,618,851,482
403,447,622,854,490
402,447,616,853,488
400,451,614,854,482
399,449,616,857,484
401,446,615,850,484
406,448,615,853,487
402,441,616,851,484
401,447,617,848,489
402,449,617,850,483
401,447,620,850,486
402,447,616,850,483
401,450,611,852,480
402,446,616,847,480
402,445,619,850,486
403,443,619,853,484
404,447,614,853,487
403,446,619,852,486
403,453,622,847,487
400,442,616,849,485
401,444,622,847,483
396,446,615,845,486
403,446,617,849,480
405,444,613,842,483
409,447,615,852,483
408,449,613,851,488
402,452,611,850,484
401,446,614,851,483
401,445,620,849,484
407,445,618,846,484
400,444,618,850,486
398,445,616,851,486
402,449,618,851,485
400,443,616,849,484
406,442,619,846,488
407,442,618,854,484
404,441,618,850,485
401,440,613,847,485
399,446,615,849,484
401,443,615,849,485
402,445,616,855,483
402,443,609,851,484
405,447,611,853,482
403,446,615,848,484
402,446,614,850,483
402,441,611,845,478
400,443,622,855,485
399,449,615,840,483
396,447,612,845,493
402,445,614,848,487
405,446,611,848,483
401,448,613,850,492
403,447,613,845,486
405,445,618,847,489
400,444,615,857,481
403,445,619,853,484
405,445,610,850,487
399,446,612,849,485
399,444,615,846,484
401,446,609,852,480
401,444,618,847,482
405,448,616,851,486
399,443,616,847,486
399,447,615,847,482
405,444,610,846,484
403,445,613,851,493
398,444,613,849,484
404,446,611,851,488
401,443,613,849,484
399,446,608,846,482
402,444,613,842,483
399,445,610,843,481
402,445,612,847,487
402,445,610,847,479
401,442,615,842,482
403,442,609,845,482
401,445,613,840,485
399,448,613,850,486
406,443,612,852,487
400,445,613,847,483
397,443,613,846,483
398,442,611,851,481
400,441,614,843,484
405,441,612,847,483
400,444,614,849,489
402,445,611,839,487
398,447,616,847,480
402,445,613,846,481
400,443,610,841,492
403,444,610,845,482
399,442,615,841,485
401,445,610,842,482
407,451,614,848,484
398,442,615,841,484
400,448,612,843,484
399,445,612,846,485
399,442,614,840,482
403,444,609,849,483
400,443,608,844,484
400,449,610,845,481
399,444,612,846,480
398,443,612,843,483
403,443,622,841,483
403,444,613,843,481
403,443,612,853,487
397,441,614,841,482
403,447,612,844,482
400,446,610,843,483
400,439,606,843,480
403,442,608,851,480
400,436,611,844,478
401,444,610,847,486
398,443,613,849,484
403,446,609,836,485
403,446,610,846,483
400,447,613,847,484
398,447,608,844,485
402,445,615,846,485
403,446,607,851,480
402,443,607,851,482
405,444,615,844,480
399,441,612,839,482
400,446,614,844,482
399,447,614,842,481
401,441,612,848,484
401,439,615,840,484
401,445,608,845,482
400,444,613,848,483
400,443,611,843,485
398,447,610,841,486
402,450,617,843,484
401,446,609,838,484
401,442,609,842,482
401,448,612,844,481
403,441,617,847,485
399,444,607,847,483
400,457,615,843,478
402,440,605,846,483
403,445,616,841,487
404,443,610,847,483
400,444,607,842,480
401,443,618,844,483
398,444,611,843,480
401,443,610,841,481
403,448,608,841,481
400,445,615,840,477
402,442,614,847,481
401,440,611,845,481
402,440,610,845,490
401,446,605,843,481
400,449,609,844,483
402,443,610,847,480
401,441,609,841,486
400,446,605,846,480
400,441,610,847,481
400,442,610,843,483
402,443,607,838,482
399,443,612,839,483
399,444,608,842,481
401,446,611,840,480
401,442,611,853,482
399,440,605,843,483
397,445,606,842,483
402,444,609,849,484
402,442,613,837,481
402,449,612,842,481
405,442,611,842,485
404,446,611,839,482
402,441,606,841,480
399,446,611,843,476
401,442,611,836,482
404,443,607,836,486
399,442,608,849,482
407,442,613,844,483
397,443,611,841,480
400,442,610,841,478
396,444,612,845,484
398,442,611,842,484
400,443,611,842,480
399,440,606,842,484
397,445,613,835,482
399,443,611,844,481
398,444,611,842,479
400,443,612,843,483
406,446,613,843,476
405,443,615,839,482
405,444,611,845,482
401,438,609,849,483
399,445,610,848,483
404,439,611,843,479
398,444,608,844,479
399,444,609,840,476
399,443,612,842,485
404,443,607,843,484
401,443,603,836,483
404,440,609,843,480
400,439,606,842,478
403,442,607,837,479
402,445,610,839,484
400,442,610,836,487
400,443,619,839,482
400,442,606,847,480
403,442,610,839,482
399,436,611,842,485
398,439,612,837,481
400,444,616,844,479
405,444,607,840,479
401,440,618,839,483
402,447,608,839,482
397,442,608,846,483
401,444,606,838,482
401,443,607,839,482
399,442,603,839,481
402,443,603,839,480
406,444,610,849,478
405,444,611,834,479
402,438,608,837,483
394,441,608,840,479
401,444,607,844,483
403,439,610,848,481
404,443,618,840,477
399,447,610,847,484
399,443,600,839,478
401,443,609,836,481
401,438,609,836,481
401,443,611,837,488
400,434,606,838,477
402,443,607,838,482
402,441,608,839,483
404,441,604,845,480
401,438,610,836,482
401,440,607,842,479
399,442,608,841,481
398,443,606,841,478
399,441,612,837,479
399,439,611,835,483
398,446,608,849,481
399,441,607,839,481
401,440,615,839,479
402,443,607,841,480
404,442,606,836,481
401,441,608,842,479
400,442,610,833,481
403,442,610,844,480
402,446,604,842,482
400,440,613,842,482
399,440,609,837,487
401,442,606,844,483
402,440,609,833,482
401,443,609,836,479
401,446,610,844,482
406,441,605,835,482
401,439,607,840,485
398,438,606,830,483
401,447,605,837,475
402,442,609,843,479
404,440,610,840,485
399,441,604,841,484
403,443,605,836,484
397,440,602,837,479
398,438,607,845,482
400,442,606,841,481
401,441,607,838,483
406,442,606,839,481
400,442,607,838,477
400,442,603,843,477
402,440,610,841,479
396,443,612,838,479
398,439,605,839,482
404,446,607,837,479
401,442,610,846,483
397,442,610,840,482
395,443,607,839,483
396,447,612,836,481
397,438,611,834,483
401,443,605,841,484
400,437,606,841,479
397,440,606,837,484
405,440,607,847,476
400,438,612,835,481
402,442,606,839,476
400,440,608,840,481
395,437,607,829,483
402,439,607,841,485
398,444,608,838,481
405,441,605,839,475
401,442,608,836,479
400,438,605,834,479
398,439,602,836,481
397,440,605,837,474
401,438,613,832,475
399,442,604,837,481
397,442,604,832,483
400,438,608,839,481
399,439,610,838,476
401,438,605,835,479
399,437,611,833,479
399,437,606,839,479
401,439,613,840,485
399,439,608,839,486
401,441,605,841,480
399,444,607,841,480
399,438,605,835,477
397,438,607,840,477
400,437,604,837,481
396,438,608,834,477
397,438,610,830,483
401,438,606,837,480
399,437,609,841,480
401,440,606,839,479
397,437,605,840,477
401,440,602,845,478
397,439,609,832,478
401,442,605,839,479
402,440,605,835,480
392,441,607,842,477
403,440,605,838,476
401,439,602,836,480
395,439,604,837,484
398,437,602,834,487
402,438,608,842,479
401,434,605,840,483
399,443,602,840,476
397,441,610,837,479
402,438,610,832,483
402,436,610,837,480
398,441,604,841,482
401,442,609,840,477
402,440,607,833,481
397,435,602,837,478
400,443,605,831,475
401,440,605,830,480
398,443,604,834,481
399,439,608,839,482
397,443,601,835,478
400,437,609,833,483
400,442,608,834,481
401,442,608,836,481
403,438,611,839,479
404,438,607,838,479
401,438,603,838,479
395,440,606,837,483
397,441,604,837,479
401,434,607,839,480
403,434,605,834,486
401,441,603,843,482
401,437,603,838,478
401,435,604,836,480
400,440,605,837,480
398,441,610,836,477
399,440,599,840,485
401,437,609,836,482
400,437,603,834,484
399,445,608,839,484
403,440,607,834,480
398,438,606,834,482
403,441,603,835,477
396,437,605,833,481
403,436,606,836,480
397,445,605,826,477
398,441,607,836,478
401,443,606,832,483
395,443,607,832,483
399,442,604,833,479
402,443,605,835,481
398,447,601,829,475
397,440,605,833,483
398,441,608,837,473
399,440,603,832,481
399,440,606,839,478
399,440,607,839,490
398,437,606,831,479
403,441,606,842,477
397,436,604,833,481
400,440,602,838,482
399,433,609,828,487
401,440,604,837,476
401,441,605,830,478
398,443,603,835,478
399,438,604,836,479
400,436,604,838,477
400,440,600,835,480
401,440,609,835,477
397,440,602,832,479
399,442,600,836,481
401,442,609,832,481
398,442,606,835,479
399,439,610,836,484
402,443,610,839,482
400,442,600,833,480
401,440,599,834,478
399,442,602,832,478
400,442,606,837,479
400,438,602,836,477
396,444,601,831,482
398,442,604,834,482
400,440,605,839,477
398,438,607,838,478
400,440,605,837,481
400,438,607,831,480
397,439,606,836,479
397,435,604,836,480
399,439,610,835,478
400,444,602,839,479
397,438,603,827,480
397,445,603,837,483
397,446,600,841,476
400,438,603,838,479
399,440,610,832,477
396,439,604,838,480
394,439,597,831,479
400,441,603,835,481
397,438,601,834,477
396,438,601,836,481
398,440,599,835,473
398,447,603,827,480
399,439,604,830,476
396,441,607,837,483
402,442,601,830,482
399,439,602,830,477
399,439,601,834,476
402,439,607,837,481
397,437,601,834,484
392,440,608,833,478
403,438,601,834,479
396,438,601,834,474
401,441,597,837,481
400,443,602,831,480
396,439,605,837,488
397,440,601,835,477
395,437,602,830,474
398,438,602,829,482
403,437,606,834,478
401,442,603,837,479
402,438,606,834,479
399,438,603,829,481
401,437,604,835,476
403,442,601,827,486
399,439,604,833,478
399,439,608,830,478
399,435,604,832,481
400,446,603,825,480
398,438,605,828,475
397,435,605,829,476
398,438,599,825,482
400,441,604,831,471
402,439,604,835,482
398,437,608,830,478
399,439,605,830,480
400,438,604,833,480
399,441,605,834,479
400,441,611,832,476
398,439,597,829,481
398,434,600,831,476
398,437,604,826,482
396,441,596,833,482
397,436,600,824,478
400,434,603,835,478
400,440,609,833,479
403,436,606,834,483
403,438,604,833,477
398,435,601,831,479
400,435,603,832,484
399,440,605,830,480
396,440,605,831,478
397,437,600,833,478
401,440,597,835,476
395,439,604,833,481
396,435,596,824,479
398,438,599,826,481
399,434,601,831,482
397,435,608,831,481
400,443,605,829,478
398,438,602,830,481
402,435,594,834,480
398,438,599,835,479
398,438,607,828,478
403,439,600,833,478
396,437,599,833,478
398,444,603,831,479
394,446,602,836,479
400,437,603,830,479
400,437,599,829,483
398,440,605,827,474
400,440,607,831,479
403,442,600,832,476
397,442,599,829,480
403,438,602,836,479
402,439,602,831,479
402,432,607,830,477
398,437,601,833,481
398,443,599,832,482
398,438,600,835,474
399,435,599,832,482
398,430,603,832,481
400,437,602,828,480
397,440,608,836,478
399,435,605,831,479
402,440,599,830,478
399,443,603,832,479
400,438,601,828,481
400,440,598,834,487
397,436,598,826,480
401,437,604,824,473
395,439,605,839,477
400,441,598,827,475
400,439,602,832,480
395,437,600,831,480
398,436,602,829,476
397,438,599,835,479
399,443,601,828,474
402,436,606,832,482
401,437,604,831,478
401,438,606,828,477
396,438,603,832,478
402,437,597,834,479
398,440,599,828,481
402,441,600,835,480
397,438,605,831,478
397,438,601,833,478
394,436,602,833,479
399,436,602,833,475
399,431,600,827,475
406,430,600,833,474
397,435,602,830,473
402,436,604,829,477
398,436,605,832,479
397,438,600,831,471
400,436,595,827,478
397,435,603,830,476
396,438,601,827,480
398,439,603,827,480
399,440,601,827,480
405,436,599,833,476
400,440,593,830,484
402,438,602,837,481
397,439,602,823,478
398,437,606,828,476
400,436,596,829,479
397,438,598,832,477
398,443,601,828,477
400,437,600,827,480
399,439,604,827,480
400,439,599,829,477
398,438,601,828,482
399,434,599,829,479
397,437,603,826,476
400,441,600,829,479
393,436,599,827,478
399,439,603,832,477
400,437,600,830,480
396,438,600,827,475
401,438,601,835,477
401,437,601,831,470
401,436,606,823,480
398,437,605,828,478
397,437,601,833,478
400,435,602,827,478
402,437,603,831,474
400,435,600,831,477
398,439,601,826,478
398,435,601,825,477
401,435,597,826,478
400,438,604,826,479
395,439,601,835,475
396,438,602,831,474
403,435,606,824,473
399,436,601,827,478
400,436,604,826,483
395,437,595,829,479
401,436,604,832,473
402,439,600,828,478
398,441,603,829,478
396,441,601,830,479
399,435,600,819,481
398,436,603,822,476
399,438,607,825,481
398,442,605,828,475
396,438,601,827,479
398,438,603,831,474
402,437,598,828,477
403,433,597,827,477
397,434,602,836,480
399,436,596,827,480
397,437,601,831,477
398,435,602,828,480
397,432,603,830,480
399,436,604,828,479
397,438,597,829,474
395,439,596,828,480
400,436,606,832,476
395,442,597,826,481
396,438,600,827,475
396,438,598,838,477
399,435,599,825,482
400,439,600,829,479
399,432,601,832,479
405,437,603,829,476
399,440,597,831,474
398,437,603,830,476
399,434,602,829,481
399,443,598,828,479
396,435,601,827,480
399,436,600,826,482
399,438,600,830,481
395,436,607,824,477
397,438,599,835,478
399,434,591,828,477
400,439,603,825,481
398,439,600,822,475
400,443,600,828,479
399,442,607,826,476
401,442,599,822,477
399,432,602,832,478
400,440,598,832,477
393,437,595,832,481
397,436,603,828,479
397,435,600,827,478
399,431,602,832,473
397,437,601,834,479
395,433,598,827,478
390,434,598,831,481
401,434,598,824,477
396,438,599,828,479
395,435,601,826,479
398,430,606,828,478
403,436,599,826,475
399,432,603,827,484
403,436,592,826,481
403,437,600,828,472
