Blue,Green,Yellow,Red,Orange
459,576,859,1657,612
462,588,869,1795,636
471,596,880,1862,643
471,611,879,1827,631
475,608,875,1699,612
475,615,866,1524,594
473,629,859,1403,575
474,624,846,1299,558
472,637,853,1243,551
477,674,882,1225,546
495,739,952,1267,547
514,867,1063,1342,556
541,1021,1218,1458,562
575,1187,1365,1571,568
600,1298,1462,1661,581
594,1300,1471,1655,573
571,1190,1379,1580,568
544,1016,1221,1447,556
517,856,1091,1351,550
495,735,1017,1308,548
482,677,1012,1343,551
476,647,1080,1435,569
479,639,1166,1555,581
478,639,1245,1673,592
487,640,1263,1690,602
484,636,1213,1633,605
491,627,1119,1508,618
500,626,1022,1372,645
525,652,958,1271,701
579,702,956,1234,788
660,794,1003,1263,911
773,920,1089,1321,1048
897,1050,1205,1399,1174
1006,1166,1290,1462,1248
1031,1209,1321,1487,1259
997,1163,1283,1452,1211
890,1045,1178,1376,1109
761,903,1068,1294,971
641,774,952,1237,844
561,685,872,1185,736
515,620,826,1206,665
488,596,815,1263,629
480,585,813,1372,620
475,579,816,1527,620
477,591,825,1688,635
470,590,829,1790,640
478,593,836,1788,635
482,610,842,1721,625
472,610,840,1584,604
481,617,845,1448,583
476,619,837,1335,568
483,631,842,1261,557
479,648,860,1238,549
493,700,902,1240,546
504,783,988,1286,552
533,925,1118,1387,558
559,1095,1271,1504,566
591,1239,1410,1610,572
603,1311,1481,1666,575
590,1271,1438,1633,570
570,1135,1327,1543,569
535,959,1192,1433,554
508,820,1092,1369,558
490,718,1064,1386,552
481,674,1103,1455,567
477,643,1176,1567,579
478,645,1238,1656,583
481,636,1254,1700,580
479,636,1213,1629,588
478,621,1120,1504,567
477,604,1002,1353,557
472,588,914,1233,540
471,580,846,1162,539
469,578,820,1116,536
473,574,797,1095,530
467,575,786,1078,527
473,580,789,1072,529
474,578,784,1073,529
473,575,784,1068,528
480,579,782,1077,526
471,579,780,1076,533
469,574,775,1082,531
471,569,776,1096,534
471,579,782,1151,536
475,573,791,1209,547
481,585,801,1318,569
485,588,813,1458,584
498,606,831,1627,606
526,639,862,1760,625
560,695,912,1852,636
634,767,972,1842,631
724,880,1062,1806,622
844,1011,1162,1750,603
947,1138,1253,1705,587
1021,1222,1331,1663,588
1024,1239,1330,1612,577
957,1203,1310,1556,568
866,1150,1272,1519,566
771,1141,1289,1517,563
701,1183,1340,1553,566
661,1267,1425,1620,570
644,1331,1497,1675,572
633,1332,1504,1680,574
604,1224,1414,1620,570
569,1077,1285,1528,565
533,909,1185,1464,561
512,785,1131,1436,558
499,711,1142,1492,566
491,672,1194,1584,569
487,660,1244,1654,577
486,653,1243,1667,584
482,640,1189,1596,576
483,616,1090,1471,565
478,608,980,1341,555
473,590,902,1227,546
480,587,853,1157,533
479,583,823,1116,533
477,589,806,1100,533
482,589,804,1096,535
487,589,801,1085,532
486,593,796,1077,529
483,588,788,1080,526
475,586,791,1081,532
472,578,783,1079,525
467,571,783,1086,531
463,567,773,1101,529
463,571,773,1137,536
462,567,777,1193,547
466,574,785,1295,557
469,577,791,1421,573
472,575,802,1567,599
476,588,819,1702,614
482,590,831,1762,624
474,598,839,1748,621
476,603,832,1663,608
479,611,837,1529,594
484,613,838,1400,569
483,624,843,1305,558
495,652,864,1265,555
502,686,896,1251,542
521,757,961,1286,550
537,858,1056,1347,549
563,994,1195,1447,552
583,1144,1331,1555,561
600,1256,1445,1644,565
604,1291,1475,1675,576
589,1223,1434,1640,570
560,1079,1336,1562,566
538,935,1224,1513,565
508,807,1185,1510,563
500,727,1186,1557,575
489,686,1226,1628,583
488,667,1254,1670,587
483,644,1225,1655,580
480,626,1149,1553,572
478,615,1051,1420,562
474,596,954,1297,558
476,588,877,1194,536
471,585,830,1138,533
473,575,812,1115,532
470,579,803,1093,528
473,581,794,1087,525
477,581,792,1084,524
484,583,784,1085,526
471,579,783,1077,524
473,578,783,1077,528
469,575,781,1082,535
468,567,771,1093,529
471,573,780,1107,535
467,575,783,1143,535
469,568,785,1200,548
471,579,794,1295,565
474,581,808,1438,578
485,586,819,1571,598
493,600,836,1696,617
498,610,856,1780,626
522,645,878,1791,626
554,681,922,1746,623
595,739,991,1692,599
667,832,1101,1682,600
771,957,1258,1735,600
880,1113,1460,1864,603
985,1257,1670,2052,609
1046,1399,1846,2207,622
1039,1476,1963,2294,628
987,1533,1995,2286,627
900,1539,1958,2218,618
816,1532,1876,2095,609
738,1466,1754,1984,592
668,1334,1616,1825,586
604,1158,1455,1708,572
558,977,1336,1638,569
531,834,1270,1612,570
507,749,1268,1652,577
495,695,1273,1685,579
494,671,1266,1685,583
485,644,1219,1633,574
483,625,1132,1509,567
478,608,1027,1376,561
476,602,959,1274,542
474,593,912,1205,540
472,590,879,1172,538
472,587,873,1155,536
473,586,861,1138,534
473,587,849,1132,532
476,589,838,1112,533
471,586,833,1111,531
471,585,812,1102,528
473,582,803,1099,536
474,583,801,1091,535
468,581,805,1095,534
468,578,801,1099,537
473,582,799,1131,542
469,587,799,1167,546
470,586,805,1229,559
474,586,815,1335,573
485,596,830,1460,591
491,606,838,1600,604
506,624,854,1719,630
521,649,899,1772,641
565,697,923,1780,648
610,758,972,1728,651
692,850,1039,1660,666
773,953,1142,1607,698
886,1094,1242,1605,775
969,1237,1358,1642,887
1010,1339,1465,1695,1025
1000,1422,1551,1739,1189
943,1475,1615,1791,1331
861,1490,1653,1818,1439
786,1469,1655,1831,1462
701,1393,1623,1811,1404
637,1261,1543,1758,1270
593,1103,1448,1725,1123
550,935,1369,1684,957
520,815,1341,1716,832
506,735,1337,1757,740
503,696,1330,1762,681
486,657,1275,1705,634
483,638,1182,1587,605
476,609,1059,1433,579
475,594,963,1303,562
467,584,882,1207,554
472,580,836,1151,549
471,575,816,1111,538
476,576,799,1095,541
473,578,799,1081,535
473,571,789,1081,535
475,577,783,1077,533
471,574,783,1080,527
470,577,783,1078,535
473,576,788,1080,529
472,572,786,1078,529
469,573,777,1084,537
472,574,784,1102,533
470,574,781,1133,540
474,572,786,1182,546
478,580,789,1253,558
476,583,798,1360,571
484,586,811,1484,588
493,604,830,1629,608
512,625,859,1722,621
538,658,886,1774,627
580,705,926,1751,614
641,782,980,1691,611
721,885,1053,1629,595
819,1003,1144,1587,585
909,1136,1254,1595,583
981,1257,1372,1624,577
1004,1360,1444,1666,580
969,1433,1529,1707,572
905,1465,1569,1739,583
819,1474,1588,1751,582
750,1420,1550,1729,579
678,1321,1472,1642,569
616,1168,1328,1528,558
562,994,1176,1399,554
525,836,1025,1275,548
502,729,928,1189,540
484,660,852,1122,529
479,614,813,1101,529
477,594,793,1079,528
475,581,783,1070,525
469,577,782,1073,528
478,585,779,1072,532
473,575,777,1067,535
476,577,773,1069,534
477,575,781,1071,533
479,578,781,1073,530
478,576,779,1071,526
473,573,774,1070,526
476,575,776,1068,529
472,568,770,1062,532
472,573,774,1061,523
471,575,774,1071,523
475,576,775,1082,527
478,574,777,1097,531
476,578,781,1115,535
471,576,788,1164,538
476,582,783,1232,546
480,587,796,1322,563
482,597,810,1437,579
497,603,823,1571,600
505,618,843,1682,611
529,647,867,1758,624
563,689,897,1765,619
615,745,951,1714,609
677,832,1008,1646,593
766,943,1102,1598,588
863,1074,1206,1590,581
941,1201,1317,1609,573
986,1323,1425,1657,576
986,1413,1508,1706,579
937,1460,1564,1741,578
868,1480,1585,1764,580
786,1449,1571,1743,580
715,1354,1498,1678,573
644,1220,1386,1569,566
593,1062,1226,1444,550
543,897,1076,1314,546
516,758,956,1210,536
489,677,867,1139,529
480,629,824,1100,526
480,602,799,1076,521
475,589,791,1065,523
482,584,774,1066,526
480,581,776,1060,528
475,577,777,1061,529
476,576,771,1054,527
479,577,774,1062,520
479,577,771,1058,521
473,568,777,1060,523
476,571,767,1060,527
471,572,771,1066,528
475,570,770,1067,524
474,583,770,1068,526
475,575,768,1073,529
475,577,775,1075,525
476,577,775,1091,528
471,578,778,1110,538
477,581,782,1150,539
472,580,785,1204,546
481,585,796,1303,561
485,590,820,1416,573
491,602,819,1547,593
504,615,844,1681,609
526,634,871,1780,622
547,683,930,1857,626
596,740,1008,1860,628
663,827,1110,1880,622
747,935,1275,1915,614
847,1071,1459,2001,615
919,1215,1642,2106,621
989,1361,1828,2214,618
1009,1452,1940,2291,629
978,1521,1974,2297,624
906,1530,1940,2220,620
827,1501,1845,2087,602
738,1421,1702,1932,584
671,1289,1517,1742,572
607,1123,1341,1566,564
562,952,1155,1410,549
523,806,1013,1283,542
505,715,920,1196,535
489,650,854,1149,530
476,613,825,1113,528
477,597,801,1089,532
479,578,794,1088,526
475,583,788,1079,523
476,579,785,1077,525
476,588,776,1071,531
479,580,786,1073,525
477,580,782,1069,523
474,577,780,1072,529
475,577,782,1067,528
470,573,777,1065,524
469,577,778,1071,530
465,575,775,1064,526
472,572,779,1070,528
475,581,778,1071,528
477,580,774,1079,529
475,577,779,1097,529
486,584,783,1110,535
482,590,787,1156,539
484,591,797,1229,553
490,596,798,1320,567
500,607,817,1439,575
513,618,835,1568,600
524,639,860,1689,608
554,673,902,1788,626
596,731,936,1833,625
659,806,1003,1829,620
739,919,1079,1795,615
821,1031,1180,1753,601
916,1166,1305,1740,593
970,1294,1418,1750,588
996,1407,1524,1783,587
979,1475,1602,1806,584
916,1510,1644,1825,582
839,1493,1654,1823,584
763,1420,1588,1765,571
688,1295,1483,1658,568
625,1134,1319,1529,564
570,958,1165,1399,551
540,826,1027,1278,541
511,721,924,1192,535
494,656,860,1142,536
488,618,823,1107,536
489,605,806,1085,533
480,591,795,1080,529
480,589,794,1068,535
476,577,792,1071,538
482,587,784,1075,537
475,581,788,1078,549
471,576,790,1077,566
478,576,786,1074,588
471,579,794,1078,631
473,574,785,1073,700
477,577,789,1075,773
472,578,791,1074,873
474,579,791,1083,985
475,576,798,1089,1082
469,581,803,1105,1152
477,577,805,1131,1165
477,582,810,1168,1135
480,582,803,1222,1060
482,588,808,1305,948
482,587,811,1420,861
493,602,823,1540,776
502,608,832,1662,728
520,634,857,1749,692
545,671,890,1808,669
589,723,935,1804,657
642,790,988,1758,629
710,889,1061,1698,613
804,1008,1151,1659,595
884,1137,1266,1651,592
949,1268,1370,1681,588
986,1385,1476,1721,581
973,1472,1557,1762,583
922,1502,1600,1774,584
851,1471,1590,1764,583
768,1394,1520,1700,583
689,1276,1416,1615,575
620,1111,1275,1493,559
566,958,1123,1367,551
528,809,989,1255,550
497,717,897,1166,539
483,646,833,1116,534
474,605,798,1082,534
476,594,782,1067,525
472,576,775,1062,527
472,573,772,1058,532
471,576,772,1063,524
471,572,771,1061,527
474,576,776,1069,532
470,574,776,1057,526
474,569,765,1063,531
471,570,770,1056,523
471,569,766,1053,527
468,567,771,1053,527
468,568,765,1054,532
470,571,765,1050,532
469,573,765,1063,526
469,574,767,1067,533
475,571,776,1074,535
474,577,773,1100,537
479,581,775,1134,540
476,577,786,1196,547
482,583,792,1288,562
487,596,799,1394,574
501,608,828,1524,594
516,625,856,1666,614
538,669,903,1785,622
583,723,970,1857,634
646,807,1048,1912,633
712,907,1166,1933,625
805,1034,1300,1963,627
884,1176,1470,2028,617
944,1320,1649,2111,624
980,1447,1845,2224,625
968,1534,1979,2328,632
922,1558,2045,2383,635
858,1523,2021,2351,637
768,1428,1897,2218,622
686,1273,1704,2008,604
623,1118,1475,1783,585
566,939,1251,1544,564
531,801,1079,1368,554
499,704,953,1239,542
478,643,865,1154,537
484,606,812,1106,527
471,584,792,1084,527
470,583,788,1080,522
475,588,781,1078,521
475,586,785,1086,530
479,586,792,1080,528
471,592,796,1091,531
479,602,798,1078,525
477,598,789,1077,528
474,595,797,1084,527
471,587,793,1072,533
469,588,783,1071,529
472,577,778,1065,528
467,584,775,1067,525
471,576,773,1061,526
469,577,776,1060,526
471,581,770,1062,526
473,582,782,1067,527
472,581,781,1063,531
479,589,781,1069,527
484,597,790,1080,533
487,624,816,1106,534
506,661,853,1138,528
529,716,913,1200,535
573,817,1009,1277,545
624,947,1144,1386,551
706,1125,1308,1530,562
791,1316,1496,1701,570
881,1492,1690,1879,585
963,1645,1854,2040,600
1024,1691,1968,2154,608
1010,1654,1977,2194,612
969,1506,1920,2175,618
882,1332,1799,2095,609
778,1127,1635,1975,605
685,953,1447,1819,592
610,826,1283,1663,576
558,719,1122,1499,565
518,662,1014,1372,554
490,623,917,1269,547
484,589,854,1192,535
473,583,816,1149,536
468,579,797,1121,541
468,574,792,1104,542
471,579,785,1102,534
468,580,784,1086,539
468,583,797,1088,535
467,585,789,1083,530
470,592,800,1079,532
468,591,801,1084,531
471,595,797,1087,526
479,597,798,1083,529
472,586,785,1073,526
468,585,785,1066,522
472,581,776,1063,519
471,576,780,1054,519
473,574,773,1054,531
470,570,776,1057,524
471,574,770,1055,528
465,575,775,1062,524
475,571,779,1055,523
473,575,778,1065,523
479,591,789,1077,523
485,611,805,1095,527
495,644,837,1128,531
515,695,896,1167,535
548,775,987,1253,535
598,890,1111,1357,545
663,1037,1268,1513,559
742,1206,1436,1677,571
828,1371,1641,1880,587
915,1514,1808,2045,602
968,1563,1926,2159,613
987,1568,1956,2244,614
974,1464,1910,2225,621
903,1306,1768,2134,610
820,1137,1591,2010,610
727,967,1396,1871,602
644,832,1212,1773,602
580,731,1067,1705,601
531,657,963,1690,598
506,618,894,1715,604
481,594,858,1727,616
480,582,831,1727,615
477,580,830,1683,604
474,582,817,1577,598
472,578,812,1470,582
471,578,816,1353,560
474,579,805,1263,549
473,587,809,1199,539
476,595,807,1162,535
472,599,809,1130,534
474,605,811,1110,531
475,602,806,1087,519
476,600,801,1084,526
473,591,797,1078,526
475,589,793,1066,522
480,592,784,1069,522
482,575,782,1056,526
479,584,784,1061,522
474,580,779,1063,528
480,575,791,1071,529
477,581,792,1074,527
474,580,808,1079,530
475,598,817,1105,532
487,620,852,1127,533
504,663,896,1177,538
532,727,967,1242,536
569,826,1073,1336,549
625,953,1215,1473,557
688,1121,1390,1630,568
791,1283,1581,1810,583
872,1453,1776,2000,602
936,1568,1922,2153,610
986,1619,2003,2253,624
1002,1590,2010,2290,628
964,1470,1903,2231,628
890,1299,1728,2118,621
796,1115,1523,1956,614
699,933,1318,1819,612
622,796,1142,1732,624
565,701,1015,1702,645
523,650,932,1712,690
499,619,888,1734,729
490,597,864,1738,800
478,593,856,1704,873
485,590,846,1640,969
483,599,847,1538,1054
478,596,846,1429,1108
480,610,851,1341,1152
478,616,854,1270,1165
482,627,858,1217,1114
485,633,864,1185,1027
481,642,864,1166,930
483,647,868,1157,819
482,645,857,1135,731
484,640,840,1112,652
483,616,823,1103,597
480,608,813,1086,569
481,591,792,1077,552
480,585,789,1073,543
472,589,788,1065,534
473,581,777,1066,534
473,577,784,1074,531
472,580,789,1069,531
474,589,799,1076,531
480,606,814,1102,532
494,629,845,1135,538
516,686,904,1179,531
546,754,973,1259,545
591,856,1086,1383,550
659,1001,1254,1526,567
732,1171,1444,1701,572
821,1344,1647,1894,591
910,1498,1836,2088,609
973,1602,1969,2236,617
1001,1620,2021,2295,625
1002,1563,1983,2296,630
949,1422,1827,2182,623
869,1240,1629,2033,614
768,1058,1414,1901,603
674,896,1220,1771,599
606,768,1069,1707,600
552,690,964,1679,605
518,644,903,1693,614
497,616,862,1705,611
488,611,843,1688,608
476,615,852,1641,609
487,634,857,1576,590
493,668,888,1493,583
499,731,940,1444,569
510,804,1016,1423,561
525,884,1079,1430,556
541,991,1174,1466,551
559,1071,1267,1506,557
573,1140,1327,1535,564
575,1155,1334,1537,561
568,1121,1300,1509,558
555,1042,1219,1442,550
538,933,1115,1349,542
518,824,1013,1263,538
502,734,931,1188,536
486,662,864,1137,531
480,627,826,1112,521
475,599,808,1090,528
469,583,795,1081,528
463,579,797,1080,527
467,590,803,1087,518
476,604,821,1124,532
479,628,855,1161,536
483,670,915,1222,539
494,738,989,1314,550
504,814,1103,1425,558
529,903,1233,1570,569
556,1013,1381,1731,583
572,1106,1527,1883,602
584,1172,1618,2008,606
581,1197,1683,2080,611
590,1167,1666,2079,614
576,1086,1571,2008,613
552,974,1429,1903,602
530,862,1272,1772,596
513,759,1117,1688,595
497,685,1005,1645,598
483,632,914,1624,598
475,602,868,1659,600
477,584,838,1677,610
472,573,826,1668,611
474,575,820,1623,603
472,579,800,1544,593
475,576,809,1457,577
471,581,804,1355,559
469,581,803,1267,552
470,594,801,1193,544
469,603,805,1157,536
472,599,806,1127,527
478,603,809,1118,530
478,611,815,1106,520
469,608,801,1104,525
475,602,811,1100,524
476,600,798,1090,524
483,597,801,1085,525
472,589,783,1081,519
475,583,781,1074,523
472,576,777,1082,528
469,571,781,1076,526
470,573,782,1076,525
468,571,781,1090,526
468,584,787,1118,527
469,590,810,1152,537
475,605,839,1219,542
481,647,885,1315,554
488,685,947,1444,566
503,745,1053,1629,585
515,828,1171,1840,609
540,917,1306,2060,631
546,1003,1442,2265,653
563,1083,1559,2425,665
564,1127,1630,2497,675
574,1116,1634,2453,666
564,1078,1565,2346,658
547,991,1451,2165,642
533,893,1304,1979,622
513,791,1145,1823,609
499,709,1029,1730,604
490,651,936,1684,603
484,619,879,1665,603
474,594,846,1677,608
477,585,832,1666,607
471,576,824,1645,604
470,582,810,1567,597
472,583,809,1483,582
477,593,811,1383,565
479,598,814,1308,554
480,614,823,1238,543
486,632,832,1196,543
487,642,848,1168,539
491,663,856,1165,527
501,674,866,1155,533
498,682,871,1161,527
495,671,870,1154,531
496,658,858,1139,529
490,647,847,1125,530
484,624,819,1107,520
482,611,804,1092,523
475,591,793,1090,525
469,578,790,1092,525
470,574,783,1089,525
468,577,779,1087,526
463,582,791,1116,526
472,588,806,1154,533
473,603,833,1209,545
472,622,876,1301,552
487,668,949,1440,568
496,731,1035,1599,583
511,792,1143,1805,608
526,889,1288,2024,629
540,987,1416,2234,652
564,1057,1536,2404,668
572,1122,1625,2473,673
581,1133,1635,2456,673
571,1113,1599,2373,663
553,1051,1485,2210,647
547,950,1343,2033,626
527,844,1195,1865,611
512,755,1067,1761,610
502,691,961,1698,607
504,650,904,1694,603
496,624,874,1680,606
502,626,859,1681,609
506,629,858,1657,608
514,648,869,1611,594
537,692,899,1549,584
576,750,951,1508,568
618,839,1025,1477,566
686,961,1136,1495,562
764,1114,1255,1544,565
837,1275,1392,1621,565
897,1406,1530,1721,571
946,1543,1631,1791,571
950,1579,1684,1822,583
930,1547,1658,1799,576
866,1440,1562,1724,580
787,1288,1430,1606,563
693,1107,1272,1487,558
619,930,1133,1368,546
561,802,1009,1270,540
520,709,941,1197,535
504,651,885,1161,533
481,621,858,1145,534
471,602,845,1136,530
468,606,852,1148,540
472,608,869,1166,535
475,629,898,1210,542
473,664,960,1273,548
493,707,1041,1366,560
504,783,1139,1481,575
525,871,1272,1617,601
534,964,1413,1764,628
558,1046,1534,1886,668
576,1117,1612,1982,715
586,1160,1643,2020,786
583,1152,1624,2015,865
577,1110,1530,1955,949
567,1020,1401,1869,1035
557,929,1256,1782,1122
541,836,1141,1740,1178
527,761,1047,1723,1200
525,708,968,1711,1189
523,684,942,1736,1131
528,668,913,1732,1055
542,670,912,1713,962
552,684,913,1653,849
576,709,927,1585,764
604,743,947,1519,691
652,795,984,1450,637
698,856,1024,1421,601
765,937,1087,1407,582
820,999,1136,1423,572
874,1053,1177,1421,562
900,1085,1204,1440,558
891,1092,1215,1427,557
853,1046,1181,1393,553
799,987,1115,1351,553
733,899,1048,1293,548
666,823,982,1236,535
592,738,924,1189,537
554,685,880,1146,532
523,657,848,1136,532
509,631,829,1121,534
496,620,825,1125,530
493,603,826,1129,528
482,609,838,1139,538
486,619,863,1162,537
490,643,901,1216,540
491,673,963,1286,552
501,730,1054,1373,548
518,789,1158,1491,566
529,859,1272,1618,568
549,953,1400,1754,588
560,1043,1507,1872,594
577,1121,1579,1950,605
587,1143,1607,1987,602
587,1159,1583,1971,609
578,1123,1499,1908,603
567,1045,1371,1832,596
559,951,1246,1754,597
544,847,1128,1698,595
530,764,1018,1691,601
527,713,951,1679,601
